"Data Source","World Development Indicators",

"Last Updated Date","2022-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bosnia and Herzegovina","BIH","Population ages 15-64, female (% of female population)","SP.POP.1564.FE.ZS","59.7170149464451","59.6357771036672","59.6344030368807","59.7327950577634","59.9238873224113","60.1966776415416","60.2475887638374","60.5048107569991","60.8929809576984","61.2945408726451","61.6448316917868","62.0675450706198","62.3445173750892","62.5624222088301","62.8506893487875","63.2646980932203","63.6216590662642","64.1121742153106","64.6844930809105","65.2485860109413","65.7548659845635","66.3415786675767","66.8522981176729","67.2969601017958","67.7055302310526","68.0854758369611","68.288165787259","68.426206715275","68.4940920734329","68.4953405427751","68.4606104400843","68.4686026871227","68.4295567734078","68.3530802940017","68.2229589614707","68.0038161794937","67.9169534595691","67.7899304717047","67.6366389847003","67.4982375822986","67.4082317176949","67.2736852349295","67.2335064520935","67.2834724028102","67.4038113626621","67.581611396078","67.8993812590496","68.1946436536897","68.4668494332474","68.7181672097604","68.9238422622977","68.8788688141628","68.907379918016","68.9874578636197","69.009621036768","68.8911276136015","68.5786022912878","68.0146168346339","67.3116279398946","66.6302497507717","66.0445608246536","",
"Bosnia and Herzegovina","BIH","Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)","SP.MTR.1519.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","9.656","9.293","8.964","8.657","8.367","8.088","7.822","7.572","7.344","7.137","6.949","6.779","6.626","6.491","6.374","6.281","6.219","6.189","6.193","6.225","6.276","6.331","6.381","6.425","6.468","6.53","6.643","6.823","7.073","7.38","7.711","8.025","8.282","8.457","8.542","8.545","8.486","8.404","8.332","8.289","8.289","8.341","8.437","8.565","8.722","8.899","9.086","9.271","9.446","9.606","9.747","9.87","9.981","10.088","10.194","10.305","10.427","10.563","10.712","10.877","11.054","",
"Bosnia and Herzegovina","BIH","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","SL.WAG.0714.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Unemployment with basic education, female (% of female labor force with basic education)","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9599990844727","40.9500007629395","30.4099998474121","32.3800010681152","31.9200000762939","34","27.1900005340576","28.8099994659424","34.9500007629395","29.3099994659424","29.0400009155273","22.5300006866455","18.8899993896484","16.25","18.0400009155273","",
"Bosnia and Herzegovina","BIH","Labor force with intermediate education, male (% of male working-age population with intermediate education)","SL.TLF.INTM.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.2900009155273","68.3499984741211","66.2900009155273","65.2200012207031","65.4400024414063","64.4100036621094","65.8199996948242","63.2099990844727","63.8499984741211","63.2099990844727","62.5299987792969","60.8400001525879","61.0299987792969","58.4300003051758","65.8199996948242","",
"Bosnia and Herzegovina","BIH","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8","54.91","55.49","55.54","55.39","54.92","54.52","54.63","54.39","53.75","53.45","53.29","53.13","53.06","52.82","51.88","51.52","52.26","53.26","53.43","54.16","54.09","54.43","54.42","55.63","55.72","55.95","55.93","56.62","57.74","","",
"Bosnia and Herzegovina","BIH","Children in employment, study and work (% of children in employment, ages 7-14)","SL.TLF.0714.SW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.0396039604","","","","","","99.9","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Children in employment, self-employed, female (% of female children in employment, ages 7-14)","SL.SLF.0714.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7999992370605","55.3499984741211","53.5","55.7099990844727","59.5499992370605","68.1399993896484","72.1699981689453","73.8499984741211","74.1699981689453","73.629997253418","73","72.6699981689453","72.370002746582","72.6800003051758","72.9499969482422","73.3099975585938","73.5500030517578","72.4700012207031","70.3300018310547","72.0699996948242","74.4599990844727","72.4199981689453","75.3000030517578","77.7600021362305","76.9800033569336","76.0800018310547","75.2699966430664","78.9000015258789","74.0199966430664","","",
"Bosnia and Herzegovina","BIH","Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0599999986588955","0.0599999986588955","0.0700000002980232","0.100000001490116","0.180000007152557","0.370000004768372","0.649999976158142","1.01999998092651","1.46000003814697","1.87000000476837","2.24000000953674","2.60999989509583","2.83999991416931","2.99000000953674","3.07999992370605","3.14000010490417","3.07999992370605","3.53999996185303","2.76999998092651","3.39000010490417","3.36999988555908","3.29999995231628","3.35999989509583","3.36999988555908","3.47000002861023","3.52999997138977","3.65000009536743","3.5","4.03000020980835","","",
"Bosnia and Herzegovina","BIH","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","34","","","33.1","","","","33","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.49313354","38.78443146","35.93489838","30.28847885","42.70067978","45.20005798","44.99708557","44.27066803","43.91299438","30.61831665","30.07586288","29.46848488","29.21257019","29.06751633","28.92234421","28.80271149","28.61372757","29.11909294","29.31168938","29.35281181","","",
"Bosnia and Herzegovina","BIH","Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)","SH.UHC.OOPC.10.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.101508140564","","","7.13646030426025","","","10.2528047561646","","","","8.55873489379883","","","","8.17694473266602","","","","","","",
"Bosnia and Herzegovina","BIH","Prevalence of wasting, weight for height (% of children under 5)","SH.STA.WAST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","","","","","","4","","","","","","2.3","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)","SH.STA.POIS.P5.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","","",
"Bosnia and Herzegovina","BIH","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.19482817","97.20295997","97.21109191","97.21924922","97.22743205","97.23558941","97.24377228","97.25226099","97.26105571","","","","","",
"Bosnia and Herzegovina","BIH","Number of surgical procedures (per 100,000 population)","SH.SGR.PROC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Community health workers (per 1,000 people)","SH.MED.CMHW.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Children (0-14) living with HIV","SH.HIV.0014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Women's share of population ages 15+ living with HIV (%)","SH.DYN.AIDS.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Condom use, population ages 15-24, female (% of females ages 15-24)","SH.CON.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","58.125","61.25","66.875","66.875","66.875","76.25","76.25","78.75","78.75","78.75","78.75","78.75","81.875","81.875","81.875","81.875","81.875","81.875","85","88.125","85","85","85","85",
"Bosnia and Herzegovina","BIH","Tertiary education, academic staff (% female)","SE.TER.TCHR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2611999511719","40.2574882507324","38.3197402954102","39.8009986877441","41.5654792785645","41.8635215759277","43.1198501586914","43.4296989440918","43.7224388122559","43.827278137207","44.9950714111328","45.010871887207","46.3837089538574","",
"Bosnia and Herzegovina","BIH","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.BA.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.12504005432129","5.53181982040405","","","7.23482990264893","7.02822017669678","8.07264995574951","","7.19263982772827","","10.6292200088501","",
"Bosnia and Herzegovina","BIH","Progression to secondary school (%)","SE.SEC.PROG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6691","","","","","99.49037","98.88108","98.64303","97.91047","","","","",
"Bosnia and Herzegovina","BIH","Secondary education, general pupils","SE.SEC.ENRL.GC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209809","220709","223674","213342","203279","191118","186742","181175","171322","163103","156861","153157","","","",
"Bosnia and Herzegovina","BIH","Lower secondary school starting age (years)","SE.SEC.AGES","","","","","","","","","","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11",
"Bosnia and Herzegovina","BIH","Repeaters, primary, male (% of male enrollment)","SE.PRM.REPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10173","0.07891","0.09706","0.07863","0.09697","0.11255","0.15225","0.16298","0.16946","0.15625","0.09632","","","",
"Bosnia and Herzegovina","BIH","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6088180541992","75.5227890014648","79.6614685058594","93.8058776855469","102.207313537598","94.7220001220703","89.1629486083984","85.9137420654297","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.063591003418","","","","","","","","","96.6631011962891","","","","","","","","","","","98.1420364379883","","96.9917678833008","","","","","","","","",
"Bosnia and Herzegovina","BIH","Coverage of social safety net programs in richest quintile (% of population)","per_sa_allsa.cov_q5_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2468495117266","","","","","","","","10.9889394686996","","","","","","",
"Bosnia and Herzegovina","BIH","Coverage of social protection and labor programs (% of population)","per_allsp.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.6229196453377","","","","","","","","50.3495930926171","","","","","","",
"Bosnia and Herzegovina","BIH","Net primary income (Net income from abroad) (current LCU)","NY.GSR.NFCY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-267300000","-346810200","-334065600","-395374800","1423709200","1336559400","1253246800","1163637700","1055797100","924164400","794641700","736000000","611000000","670000000","943000000","955000000","413000000","211000000","205008800","356626800","223781100","194926200","40578000","-263332400","-194820800","-115440200","-295728100","",
"Bosnia and Herzegovina","BIH","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39340286063204","3.81633495003616","2.84257923792681","5.15462099529917","3.27802320812279","4.45929279110149","5.83554911941957","6.16315906733773","-2.84492155756992","-1.24704337154255","0.142987362613127","-0.847921534828401","2.88642268834509","0.667986191044889","2.9650270077195","2.593268302387","2.14308372236258","4.01035072001324","3.10070753981439","-3.74037145346917","",
"Bosnia and Herzegovina","BIH","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","619.142339857316","768.917490901746","1477.87337034449","2001.17815383051","2314.43482543202","2530.51169811391","2847.59239030369","2913.22950439487","3056.53670841862","3172.38286708931","3371.23891243361","3501.56349239058","3691.05004041004","3909.97150519426","4132.19115331398","4027.69128180577","4095.96073092838","4185.30403335996","4215.61973771974","4390.64870618089","4518.46578593261","4729.68995905382","4940.75976924098","5150.27316852611","5387.26943617524","5578.26631405929","5433.15135828129","",
"Bosnia and Herzegovina","BIH","Gross value added at basic prices (GVA) (current LCU)","NY.GDP.FCST.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2034400000","2674985700","3441994100","5227550800","5947452100","7063646800","9866815087.33946","10545806222.3612","11466352790.2178","12050075043.6717","13183691499.8402","14483235240.7217","15913924476.8642","17866302668.4017","20768605199.6857","20557748424.7547","20824264570.0327","21499714390.7403","21462749882.2703","22147255000","22527064686.8556","23582283574.8908","24664032000","25970469213.8672","27728391386.6106","29292694173.7728","28804664000","",
"Bosnia and Herzegovina","BIH","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","236.870822623152","377.689466479191","644.204817367461","852.68143018661","1233.62731027392","1343.37769448638","1487.77912304048","1525.77099368377","1729.62436179681","2126.75476477084","2643.67580186615","2783.52944098993","3153.77611645715","3773.05043825583","4654.43784963965","4274.38478355139","4051.13176564098","4338.89289723305","3989.95863097589","4322.44739998905","4413.11745126553","3922.08939145958","4154.0437107124","4487.34437795547","5055.29419162019","5127.41731220743","5058.60959840402","",
"Bosnia and Herzegovina","BIH","Adjusted savings: net forest depletion (% of GNI)","NY.ADJ.DFOR.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0808792255178606","0.0658284711909079","0.0422757245394738","1.98285817177892","1.17800241295359","1.13138198544622","0.96752477913697","0.668820132667887","0.521496348509799","0.44080489444866","0.333249031443102","0.275652332102681","0.242753572915303","0.0989455015223302","0.0228527757024946","0","0","0","0","5.49553019851759E-05","0.0367736410214992","0.133625839187121","0.0873038589274047","0.0146287826625874","0","0","0","",
"Bosnia and Herzegovina","BIH","Machinery and transport equipment (% of value added in manufacturing)","NV.MNF.MTRN.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.058612997328","13.5935362950205","","","","","","","","","","","","","","","","","","","9.87423516695348","9.75784692435645","10.2481011320167","8.55460573677808","8.44096674045314","9.0444743282059","7.35980797390462","8.26804444951338","8.96725431472403","8.93803350919889","","",
"Bosnia and Herzegovina","BIH","Financial intermediary services indirectly Measured (FISIM) (constant LCU)","NV.FSM.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122224778.616702","149129972.15721","182025664.034359","218466679.048476","276383357.045211","339709965.934439","419213083.406477","499728329.103717","553180724.518245","616056182.104544","622805741.413335","655925525.816638","667712917.730828","682678950.647042","698344313.947308","729866000","768873813.133554","812441895.905012","862615754.822313","926270274.397088","965397000","",
"Bosnia and Herzegovina","BIH","Imports of goods and services (annual % growth)","NE.IMP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.95249103214874","2.83351339563977","6.23787310961319","6.5366278343199","10.4301368614135","-0.30099807661172","17.5770436165653","10.1315019467324","-14.3432071781775","2.4786044934105","2.91652381419811","0.615156573564391","-0.0561020601124227","7.57560899748258","1.78217988370304","7.19477769642339","7.65117797962607","3.88957005474654","1.30513897946507","-13.591955046114","",
"Bosnia and Herzegovina","BIH","Gross fixed capital formation (constant 2015 US$)","NE.GDI.FTOT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2085533525.35411","2074548022.74942","2257868336.88499","2312084119.16463","2415090483.53772","2918203351.26201","2635043691.15509","3479213752.69543","4064557186.25807","3377443517.71226","2988542989.17866","3152082174.88335","3178142137.17438","3137754631.05203","3513348725.71472","3426134251.03611","3612310480.39925","3896161058.06805","4211133923.67896","4457194807.32202","4219710652.21175","",
"Bosnia and Herzegovina","BIH","Gross national expenditure deflator (base year varies by country)","NE.DAB.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.5268841686457","75.8408499050103","77.6710257655976","77.6315571861956","79.0258341078706","81.7759575768805","85.0633146098082","88.751273672944","95.447048485455","95.1671270809439","95.9027224171567","99.1423761691959","100.50660215288","100.858652799003","100.463878093327","100","99.2805968820413","100.697564398876","102.665009325677","104.450519217613","104.585638711066","",
"Bosnia and Herzegovina","BIH","Households and NPISHs Final consumption expenditure (current LCU)","NE.CON.PRVT.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11922222844.9653","12815103513.434","13646948161.1594","14402030555.9486","15056731476.0674","16374715313.5591","17769705626.0252","19390236844.878","21745393392.7235","20934606630.1115","21246533834.7228","21832187171.8701","22233855908.3673","22400834857.9755","22678802763.8336","22919001552.5864","23359930002.0984","23986136536.6407","24932570241.8199","25946858668.4028","25231534000","",
"Bosnia and Herzegovina","BIH","Computer, communications and other services (% of commercial service exports)","TX.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0905996742525","38.6931310007616","38.0765623440409","36.9757369279721","34.5766399160392","37.50935481659","34.2364137729975","33.3030438301411","34.2434876503059","45.1277384383172","44.0565993547119","44.7438149926216","48.4744717517048","42.7324906234231","41.5316326522573","36.7662845444275","37.0166558534738","34.2020867283984","33.3247451879147","31.7889949991468","30.480389610387","29.3730750523864","42.2604489434526","",
"Bosnia and Herzegovina","BIH","Manufactures exports (% of merchandise exports)","TX.VAL.MANF.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2050094858129","43.4518800928059","52.8966743558255","58.1142083363763","60.8560550539547","61.7015002891589","59.378612840899","54.6924683244504","55.6754449130609","59.7622455885231","60.0332429212361","63.7692301121713","65.2670059109461","66.0403082249261","68.2735170797638","69.2482108814849","73.1567631072005","74.6908568104083","",
"Bosnia and Herzegovina","BIH","Merchandise imports by the reporting economy (current US$)","TM.VAL.MRCH.WL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424156584","775132723.5","949602122.8","1941388668","2400356895","2548237387","2627230603","3512228254","3599782851","3969588805","4835549038","5996881391","6612499155","7579393084","9746846019","12222292866","8387883319","9248239046","11080883066","10046541296","10323434526","11020544143","9018593001","9187595462","10357292204","11611449849","11237538958","9867991817","",
